farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status
FARM1579,South India,Wheat,32.81,5.81,30.43,72.86,73.03,5.05,Sprinkler,Inorganic,23.32,07-02-2024,27-05-2024,110,4173.95,SENS1579,28-03-2024,36.791889,75.920952,0.65,
FARM1580,South India,Soybean,32.83,7.04,23.84,187.1,50.8,6.22,Manual,Organic,15.74,15-02-2024,14-07-2024,150,4044.4,SENS1580,08-04-2024,23.527111,77.17477,0.63,Mild
FARM1581,Central USA,Cotton,26.85,7.06,31.94,237.58,41.81,5.59,Sprinkler,Inorganic,28.25,13-01-2024,19-05-2024,127,5500.62,SENS1581,12-04-2024,33.984464,82.818817,0.46,Moderate
FARM1582,East Africa,Rice,36.67,6.76,21.42,244.97,59.59,6.79,Sprinkler,Inorganic,22.19,18-02-2024,19-06-2024,122,5723.41,SENS1582,07-03-2024,23.953806,70.655471,0.31,Severe
FARM1583,North India,Soybean,32.54,6.26,16.29,226.36,74.98,8.03,Sprinkler,Inorganic,14.55,16-01-2024,24-04-2024,99,5128.6,SENS1583,08-03-2024,34.759731,77.821128,0.54,Severe
FARM1584,South USA,Maize,42.4,7.37,18.64,104.39,51.79,7.32,,Inorganic,18.21,04-02-2024,20-05-2024,106,3307.13,SENS1584,05-05-2024,30.732873,76.132392,0.51,
FARM1585,South India,Soybean,25.61,6.01,33.92,175.63,73.25,6.56,Drip,Organic,19.64,11-01-2024,31-05-2024,141,2692.41,SENS1585,26-04-2024,31.915575,74.819106,0.8,
FARM1586,South USA,Soybean,35.06,6.35,24.92,202.58,60.83,8.58,Sprinkler,Organic,27.02,19-01-2024,28-05-2024,130,4536.13,SENS1586,20-05-2024,21.732158,80.125641,0.81,Mild
FARM1587,North India,Maize,31.21,6.63,32.46,126.28,46.29,5.04,Drip,Mixed,29.94,04-01-2024,17-04-2024,104,4627.99,SENS1587,01-02-2024,23.460846,78.171613,0.52,Mild
FARM1588,East Africa,Cotton,28.01,6.99,20.87,58.94,69.84,5.16,Drip,Organic,17.07,14-01-2024,23-05-2024,130,4017.98,SENS1588,29-03-2024,20.875007,80.799021,0.47,
FARM1589,South India,Cotton,34.14,6.25,21.87,290.26,83.82,6.31,,Organic,29.25,06-02-2024,23-06-2024,138,3317.1,SENS1589,06-06-2024,34.150587,81.703719,0.51,
FARM1590,South USA,Rice,18.78,6.94,25.04,229.35,43.38,5.22,,Inorganic,16.19,27-01-2024,19-05-2024,113,3086.81,SENS1590,15-05-2024,36.472237,80.950788,0.51,Moderate
FARM1591,South USA,Cotton,17.27,6.02,25.73,118.3,85.33,7.14,Manual,Organic,18.75,04-01-2024,22-04-2024,109,2500.66,SENS1591,29-01-2024,13.595358,84.958561,0.69,Mild
FARM1592,Central USA,Cotton,15.27,7.0,23.51,110.03,88.63,7.28,Drip,Mixed,10.99,21-02-2024,11-07-2024,141,5082.19,SENS1592,04-07-2024,19.382677,80.524816,0.48,Mild
FARM1593,North India,Wheat,35.45,6.02,20.44,130.32,59.09,7.6,Drip,Mixed,11.91,19-02-2024,23-05-2024,94,5513.98,SENS1593,08-05-2024,25.118883,83.146207,0.43,Mild
FARM1594,South USA,Wheat,19.94,5.66,17.31,112.49,69.71,6.25,,Mixed,8.77,28-01-2024,09-05-2024,102,2521.22,SENS1594,29-04-2024,25.923651,87.656865,0.57,Moderate
FARM1595,Central USA,Soybean,40.46,7.0,16.48,239.95,77.41,5.31,Manual,Inorganic,10.52,03-02-2024,01-06-2024,119,5461.52,SENS1595,08-02-2024,13.716401,84.877337,0.82,Mild
FARM1596,East Africa,Cotton,24.4,6.24,22.84,207.53,49.93,7.48,Sprinkler,Mixed,17.06,06-01-2024,31-05-2024,146,5974.11,SENS1596,19-04-2024,21.069489,80.186042,0.37,Moderate
FARM1597,North India,Cotton,28.54,6.86,16.98,155.89,72.66,6.32,Drip,Inorganic,24.34,06-02-2024,04-07-2024,149,3630.93,SENS1597,22-03-2024,17.929002,87.812928,0.64,Moderate
FARM1598,East Africa,Soybean,23.73,7.43,34.46,122.37,78.85,6.92,Manual,Inorganic,28.45,28-01-2024,10-05-2024,103,5451.12,SENS1598,03-04-2024,34.422026,74.127908,0.32,Moderate
FARM1599,East Africa,Rice,19.53,7.46,26.79,143.59,74.58,5.94,Sprinkler,Mixed,11.45,21-02-2024,11-07-2024,141,5042.76,SENS1599,08-06-2024,29.892527,83.44586,0.83,
FARM1600,East Africa,Cotton,40.8,6.55,22.28,216.57,79.34,8.63,Sprinkler,Organic,23.53,01-03-2024,19-06-2024,110,5248.84,SENS1600,05-05-2024,30.603057,85.486769,0.4,Mild
FARM1601,Central USA,Soybean,20.97,6.57,28.92,228.78,48.36,5.22,,Organic,23.39,26-02-2024,01-06-2024,96,5776.95,SENS1601,25-04-2024,16.084157,84.950406,0.47,Severe
FARM1602,Central USA,Soybean,27.18,6.99,17.31,154.77,79.17,6.86,Drip,Mixed,6.94,20-01-2024,30-05-2024,131,3996.31,SENS1602,21-01-2024,28.448858,73.076063,0.69,Severe
FARM1603,North India,Rice,32.81,6.9,28.92,143.47,81.83,8.82,Sprinkler,Mixed,23.75,16-02-2024,14-07-2024,149,3526.28,SENS1603,12-07-2024,18.932978,79.079556,0.87,Moderate
FARM1604,South India,Cotton,25.85,6.99,26.58,199.85,63.66,6.89,Sprinkler,Organic,9.15,01-02-2024,01-05-2024,90,5703.78,SENS1604,06-03-2024,15.002868,83.348,0.72,Severe
FARM1605,East Africa,Rice,19.15,5.84,23.02,207.41,76.37,5.21,,Organic,19.95,21-02-2024,03-07-2024,133,5044.28,SENS1605,24-03-2024,19.301944,70.191178,0.75,
FARM1606,Central USA,Cotton,24.74,6.86,32.94,94.89,79.6,7.2,,Inorganic,26.73,07-02-2024,03-06-2024,117,4055.39,SENS1606,07-02-2024,28.956681,74.378527,0.81,Severe
FARM1607,South India,Cotton,28.37,6.24,25.17,218.97,43.29,6.37,Manual,Organic,24.53,23-01-2024,28-04-2024,96,2833.78,SENS1607,08-02-2024,17.019603,83.28005,0.7,Moderate
FARM1608,South USA,Soybean,44.45,6.46,15.28,274.03,43.16,8.92,,Mixed,10.15,06-01-2024,30-05-2024,145,2868.88,SENS1608,07-01-2024,32.212806,84.712663,0.33,
FARM1609,South India,Wheat,16.89,6.84,15.73,294.35,73.23,6.08,Manual,Mixed,23.79,13-02-2024,19-06-2024,127,5950.88,SENS1609,24-02-2024,33.560322,74.871815,0.72,Severe
FARM1610,South India,Maize,25.93,7.02,23.77,176.09,82.72,6.76,Drip,Mixed,7.21,20-02-2024,10-07-2024,141,4007.6,SENS1610,01-07-2024,27.634325,78.046105,0.76,Severe
FARM1611,South India,Wheat,18.97,6.86,21.21,261.19,84.55,8.28,Drip,Mixed,12.54,29-01-2024,01-06-2024,124,4572.17,SENS1611,24-03-2024,32.693189,75.01642,0.86,Moderate
FARM1612,Central USA,Cotton,23.47,7.4,18.68,118.2,67.24,8.96,Sprinkler,Organic,25.48,04-01-2024,14-05-2024,131,4122.42,SENS1612,25-04-2024,22.890997,77.911617,0.61,Mild
FARM1613,South USA,Maize,28.15,6.55,19.13,183.04,78.45,8.73,Drip,Inorganic,7.44,27-02-2024,12-06-2024,106,3903.48,SENS1613,21-04-2024,17.920269,87.117831,0.47,Mild
FARM1614,South USA,Maize,33.21,6.69,15.11,157.85,50.22,5.67,Drip,Mixed,13.78,12-01-2024,09-06-2024,149,4620.6,SENS1614,04-03-2024,15.571651,82.295251,0.44,Mild
FARM1615,Central USA,Rice,28.18,6.77,21.05,268.79,84.5,5.41,,Inorganic,26.12,22-01-2024,27-04-2024,96,2978.43,SENS1615,22-01-2024,17.802641,82.79719,0.78,Mild
FARM1616,South India,Rice,28.65,7.34,28.92,171.95,69.6,5.43,Manual,Organic,18.62,08-02-2024,27-06-2024,140,5401.04,SENS1616,21-03-2024,32.174651,78.871546,0.6,Severe
FARM1617,East Africa,Cotton,23.65,6.94,15.45,274.97,65.78,8.13,Manual,Mixed,10.58,19-02-2024,22-06-2024,124,5263.78,SENS1617,18-05-2024,26.209492,79.489281,0.3,Moderate
FARM1618,East Africa,Rice,28.39,6.57,29.35,126.18,80.08,7.28,Sprinkler,Organic,27.84,04-02-2024,19-06-2024,136,3883.69,SENS1618,20-04-2024,21.514519,75.116783,0.35,
FARM1619,East Africa,Maize,44.65,6.99,17.82,254.85,55.74,7.63,,Mixed,18.53,14-02-2024,06-07-2024,143,4670.14,SENS1619,27-02-2024,15.078346,78.019778,0.31,
FARM1620,East Africa,Cotton,32.88,7.26,28.89,281.6,81.46,5.43,Manual,Mixed,28.86,01-03-2024,14-07-2024,135,3644.16,SENS1620,02-05-2024,15.921544,77.859615,0.56,
FARM1621,North India,Soybean,43.91,6.91,29.37,116.62,54.66,6.38,,Organic,25.07,18-01-2024,07-06-2024,141,2789.15,SENS1621,16-04-2024,20.501784,87.122875,0.88,Moderate
FARM1622,South India,Maize,17.08,7.19,31.59,213.95,63.18,5.67,Drip,Mixed,29.19,22-01-2024,02-05-2024,101,2944.11,SENS1622,06-03-2024,21.64753,85.13904,0.6,Mild
FARM1623,Central USA,Wheat,18.83,5.75,27.64,230.31,86.8,6.99,Sprinkler,Organic,9.96,28-02-2024,20-06-2024,113,5119.17,SENS1623,17-03-2024,23.824512,70.818579,0.85,Mild
FARM1624,North India,Cotton,19.65,5.83,15.22,108.0,77.53,8.88,Sprinkler,Mixed,8.45,19-01-2024,25-04-2024,97,3807.82,SENS1624,07-04-2024,33.130741,79.91774,0.38,
FARM1625,South USA,Soybean,42.78,6.81,29.31,206.51,84.41,5.05,Drip,Mixed,7.41,20-02-2024,01-06-2024,102,5404.16,SENS1625,21-04-2024,23.449529,87.556961,0.32,
FARM1626,South USA,Wheat,22.66,7.01,32.34,235.73,40.43,7.52,Drip,Inorganic,5.96,27-01-2024,31-05-2024,125,2672.98,SENS1626,04-02-2024,34.195792,87.870652,0.63,Moderate
FARM1627,Central USA,Cotton,40.99,7.23,19.59,259.11,66.04,8.41,Sprinkler,Inorganic,29.92,24-01-2024,05-05-2024,102,3062.3,SENS1627,28-04-2024,14.701117,74.931178,0.83,Mild
FARM1628,South India,Soybean,17.08,6.31,15.67,143.44,52.83,8.93,Drip,Mixed,11.42,02-01-2024,13-05-2024,132,2829.85,SENS1628,20-01-2024,34.634246,79.605523,0.56,Mild
FARM1629,North India,Maize,30.25,6.55,25.14,114.9,49.74,8.8,Sprinkler,Mixed,22.28,18-02-2024,15-06-2024,118,5578.15,SENS1629,21-04-2024,16.393627,86.112246,0.84,Mild
FARM1630,East Africa,Maize,20.05,7.43,30.39,140.95,52.98,7.79,Drip,Organic,19.2,08-02-2024,07-06-2024,120,3204.34,SENS1630,04-04-2024,31.506204,86.164507,0.56,
FARM1631,South India,Soybean,15.11,5.55,19.69,156.51,68.59,5.12,Sprinkler,Inorganic,10.35,15-02-2024,31-05-2024,106,5116.23,SENS1631,12-05-2024,23.022801,78.826404,0.58,
FARM1632,South India,Cotton,34.39,5.98,16.32,226.91,80.08,7.17,Sprinkler,Organic,14.39,07-02-2024,18-06-2024,132,4578.39,SENS1632,14-03-2024,18.493731,77.377036,0.54,Moderate
FARM1633,South USA,Rice,41.05,7.09,25.15,153.36,51.76,5.33,Sprinkler,Organic,13.38,14-02-2024,19-05-2024,95,2907.84,SENS1633,22-04-2024,33.312001,86.843857,0.46,Mild
FARM1634,North India,Soybean,22.93,7.28,18.57,159.46,88.94,6.57,Sprinkler,Inorganic,17.49,25-02-2024,09-07-2024,135,5453.62,SENS1634,21-03-2024,16.075306,79.263914,0.8,Mild
FARM1635,North India,Maize,20.24,6.99,34.57,267.81,86.98,8.02,,Mixed,18.86,20-02-2024,05-06-2024,106,2809.86,SENS1635,22-04-2024,28.372774,78.186657,0.77,Severe
FARM1636,East Africa,Soybean,25.91,6.96,32.33,260.59,86.43,6.21,Drip,Inorganic,25.31,17-01-2024,31-05-2024,135,5669.31,SENS1636,05-05-2024,30.997436,86.254012,0.35,Mild
FARM1637,East Africa,Wheat,34.73,7.43,24.78,51.63,46.3,8.45,,Mixed,10.82,12-01-2024,18-05-2024,127,3777.91,SENS1637,01-03-2024,20.06487,86.313031,0.41,
FARM1638,South India,Soybean,18.92,6.43,15.81,134.45,61.57,7.47,Sprinkler,Mixed,12.68,28-01-2024,30-05-2024,123,5729.57,SENS1638,04-02-2024,36.435378,86.08816,0.83,
FARM1639,South USA,Cotton,26.76,6.91,22.2,196.63,63.81,7.24,Sprinkler,Organic,5.88,19-02-2024,09-06-2024,111,5551.83,SENS1639,21-03-2024,17.746196,84.464796,0.84,Severe
FARM1640,Central USA,Wheat,36.57,6.11,28.36,230.05,54.21,7.37,Sprinkler,Inorganic,27.26,18-01-2024,16-05-2024,119,5950.68,SENS1640,04-05-2024,28.059031,72.498032,0.57,Mild
FARM1641,Central USA,Maize,21.02,5.84,21.75,177.53,89.33,5.4,Sprinkler,Mixed,23.79,13-01-2024,22-04-2024,100,4662.55,SENS1641,07-02-2024,16.719386,83.031821,0.31,Severe
FARM1642,South USA,Cotton,44.09,7.43,28.17,121.4,62.15,5.29,,Mixed,6.84,24-02-2024,06-06-2024,103,5751.1,SENS1642,04-03-2024,29.41408,82.535606,0.62,Moderate
FARM1643,North India,Cotton,35.85,6.23,20.76,121.09,88.51,5.6,,Organic,14.63,07-01-2024,02-05-2024,116,5486.47,SENS1643,21-03-2024,31.770467,80.202596,0.89,Severe
FARM1644,East Africa,Rice,23.72,6.91,29.36,116.07,89.97,7.57,Manual,Organic,8.83,26-01-2024,16-05-2024,111,4664.1,SENS1644,26-02-2024,25.343448,86.52375,0.57,
FARM1645,Central USA,Wheat,15.5,6.62,27.52,73.75,59.36,5.29,,Mixed,24.44,01-01-2024,17-04-2024,107,5432.67,SENS1645,02-03-2024,31.740679,78.517395,0.66,
FARM1646,East Africa,Wheat,18.15,6.69,25.23,119.45,65.6,8.57,Sprinkler,Inorganic,12.68,15-02-2024,05-07-2024,141,5662.41,SENS1646,30-03-2024,36.687375,76.606273,0.51,
FARM1647,North India,Rice,32.42,6.12,17.27,265.28,77.92,8.28,Drip,Inorganic,9.65,14-01-2024,23-05-2024,130,4802.5,SENS1647,11-02-2024,30.580569,73.167926,0.54,
FARM1648,South USA,Wheat,44.59,5.62,32.85,297.44,47.06,6.13,Sprinkler,Organic,16.43,24-01-2024,17-06-2024,145,5791.05,SENS1648,25-03-2024,20.404111,76.198277,0.58,Mild
FARM1649,East Africa,Wheat,42.43,7.36,29.9,289.64,44.19,5.72,,Inorganic,26.37,12-01-2024,31-05-2024,140,3016.07,SENS1649,02-05-2024,30.64595,80.373103,0.89,Severe
FARM1650,South USA,Maize,16.07,6.66,19.87,160.04,81.82,5.6,,Inorganic,27.34,10-01-2024,02-05-2024,113,5353.94,SENS1650,09-04-2024,23.675878,83.774893,0.33,Severe
FARM1651,South USA,Cotton,22.1,6.1,33.86,162.11,87.05,8.27,Manual,Organic,17.24,04-02-2024,15-06-2024,132,4600.45,SENS1651,02-05-2024,29.425448,70.065933,0.68,Moderate
FARM1652,South USA,Soybean,29.58,7.09,29.86,163.43,61.54,8.33,Drip,Mixed,20.19,21-01-2024,09-06-2024,140,5933.44,SENS1652,13-03-2024,25.787254,84.02039,0.41,Severe
FARM1653,North India,Soybean,40.1,6.53,28.87,215.38,65.99,7.46,Manual,Inorganic,20.8,04-02-2024,22-06-2024,139,4036.95,SENS1653,13-04-2024,33.68838,78.796318,0.68,
FARM1654,South India,Cotton,37.32,7.38,17.51,127.09,86.55,5.86,Drip,Mixed,10.19,27-02-2024,19-06-2024,113,3369.51,SENS1654,14-05-2024,28.945627,73.846833,0.56,
FARM1655,East Africa,Soybean,30.8,6.81,17.6,260.8,56.33,6.54,,Organic,9.18,16-01-2024,02-05-2024,107,2686.82,SENS1655,13-03-2024,32.414353,78.032994,0.57,
FARM1656,South USA,Wheat,35.35,7.27,33.22,155.86,86.65,6.52,Drip,Mixed,17.27,29-01-2024,21-06-2024,144,5863.78,SENS1656,25-05-2024,17.238172,84.559695,0.8,
FARM1657,Central USA,Rice,43.26,6.52,20.28,198.15,43.61,6.34,Sprinkler,Mixed,18.15,04-02-2024,01-06-2024,118,5439.61,SENS1657,14-02-2024,33.164203,78.374212,0.38,Moderate
FARM1658,Central USA,Soybean,35.95,7.19,19.54,94.24,80.37,7.47,Drip,Mixed,23.83,29-02-2024,22-06-2024,114,3607.48,SENS1658,20-03-2024,13.023362,82.956137,0.53,
FARM1659,Central USA,Cotton,44.33,6.9,24.93,223.05,46.02,7.59,,Organic,10.58,20-02-2024,23-05-2024,93,3642.73,SENS1659,01-05-2024,33.896296,86.486248,0.43,Mild
FARM1660,Central USA,Rice,29.07,7.35,16.28,255.37,58.05,8.41,Sprinkler,Inorganic,24.66,18-01-2024,16-05-2024,119,5379.96,SENS1660,24-01-2024,30.216902,82.265631,0.8,Severe
FARM1661,North India,Soybean,22.68,5.83,32.61,227.66,82.62,5.69,Sprinkler,Organic,9.97,22-02-2024,06-06-2024,105,4291.13,SENS1661,23-05-2024,35.533268,73.276286,0.86,Mild
FARM1662,North India,Rice,23.71,6.26,31.07,188.9,73.76,6.36,Sprinkler,Mixed,9.81,08-01-2024,06-06-2024,150,4245.89,SENS1662,31-03-2024,27.030439,79.800934,0.42,Moderate
FARM1663,South USA,Cotton,32.74,6.88,30.3,106.62,74.31,8.84,Manual,Mixed,10.3,19-02-2024,29-05-2024,100,3681.53,SENS1663,09-04-2024,23.64063,87.598622,0.86,Severe
FARM1664,North India,Soybean,22.26,5.86,18.6,178.21,67.18,5.23,,Organic,6.49,02-02-2024,08-06-2024,127,5889.96,SENS1664,06-05-2024,13.989357,87.430652,0.83,Moderate
FARM1665,North India,Soybean,15.75,7.37,32.27,272.53,63.97,8.42,Manual,Mixed,28.65,14-02-2024,07-07-2024,144,5399.21,SENS1665,29-05-2024,18.06245,79.106607,0.65,
FARM1666,North India,Maize,31.34,6.35,26.57,63.31,88.55,7.2,Sprinkler,Organic,25.24,14-02-2024,29-06-2024,136,5877.63,SENS1666,18-04-2024,25.495037,71.436285,0.4,Severe
FARM1667,Central USA,Wheat,29.87,5.77,18.34,269.21,48.62,7.65,Sprinkler,Inorganic,28.26,21-02-2024,20-06-2024,120,2558.08,SENS1667,04-06-2024,24.39988,84.543088,0.38,
FARM1668,South India,Maize,36.0,7.34,33.28,225.54,40.85,6.33,Sprinkler,Mixed,18.14,04-01-2024,18-04-2024,105,3492.55,SENS1668,23-01-2024,31.490244,79.756145,0.56,Mild
FARM1669,Central USA,Wheat,41.23,6.01,32.97,259.97,47.68,8.93,Drip,Organic,8.77,15-02-2024,16-06-2024,122,4841.61,SENS1669,08-03-2024,18.035648,71.423298,0.81,Severe
FARM1670,South India,Wheat,37.16,6.48,17.47,289.15,56.94,8.11,Sprinkler,Organic,28.17,18-02-2024,06-07-2024,139,3129.15,SENS1670,31-03-2024,25.354567,79.040246,0.42,Severe
FARM1671,South India,Wheat,41.8,6.07,29.13,67.77,86.3,6.57,Sprinkler,Inorganic,18.32,09-01-2024,16-04-2024,98,5285.38,SENS1671,12-01-2024,22.442189,74.865703,0.71,Severe
FARM1672,South USA,Cotton,17.93,7.06,32.04,162.8,85.03,7.36,Manual,Organic,23.15,01-03-2024,20-07-2024,141,3604.17,SENS1672,03-05-2024,24.203746,73.421595,0.59,Mild
FARM1673,East Africa,Maize,15.83,7.11,21.49,279.64,49.39,5.08,Drip,Inorganic,21.83,10-01-2024,24-05-2024,135,4855.97,SENS1673,24-05-2024,27.288816,83.635862,0.73,
FARM1674,Central USA,Rice,15.12,5.75,25.54,76.43,78.71,7.83,Manual,Organic,24.3,21-02-2024,24-05-2024,93,4091.78,SENS1674,30-04-2024,30.184837,70.18858,0.82,Mild
FARM1675,South USA,Maize,39.51,7.01,15.15,200.82,48.81,8.74,Sprinkler,Organic,24.91,04-02-2024,27-05-2024,113,4736.82,SENS1675,15-05-2024,23.329254,73.135397,0.47,
FARM1676,East Africa,Wheat,42.7,6.81,25.87,188.47,83.24,6.24,,Mixed,27.39,01-01-2024,19-04-2024,109,3375.89,SENS1676,31-01-2024,18.940294,84.815943,0.87,Severe
FARM1677,Central USA,Rice,43.98,5.71,17.35,270.24,60.33,5.41,Manual,Mixed,15.99,16-01-2024,02-05-2024,107,3191.39,SENS1677,22-04-2024,18.772165,81.614417,0.31,
FARM1678,South India,Cotton,40.76,5.64,15.29,163.54,88.83,7.52,Manual,Mixed,18.03,16-01-2024,18-05-2024,123,4675.65,SENS1678,17-03-2024,30.867311,70.513044,0.45,
FARM1679,Central USA,Maize,35.07,7.48,15.48,103.21,41.81,7.37,Sprinkler,Organic,24.8,24-01-2024,28-04-2024,95,4371.28,SENS1679,03-02-2024,33.001439,71.985935,0.59,Severe
FARM1680,South India,Wheat,20.08,6.93,28.73,261.29,53.31,6.55,,Mixed,16.5,04-02-2024,24-05-2024,110,3377.48,SENS1680,15-03-2024,24.719584,80.627485,0.61,Severe
FARM1681,South India,Soybean,34.24,6.27,28.07,117.79,67.75,7.93,Sprinkler,Inorganic,19.16,11-02-2024,19-06-2024,129,5585.62,SENS1681,16-02-2024,15.496411,87.066125,0.82,Mild
FARM1682,South India,Cotton,33.95,6.61,25.76,256.94,41.42,8.36,,Mixed,24.42,10-01-2024,19-04-2024,100,4516.02,SENS1682,07-03-2024,13.44424,70.638636,0.65,Mild
FARM1683,North India,Rice,21.78,6.04,22.63,100.91,54.29,5.47,Manual,Mixed,17.85,22-02-2024,27-05-2024,95,5696.71,SENS1683,11-05-2024,35.631474,72.075412,0.88,
FARM1684,East Africa,Wheat,37.09,7.15,15.07,152.82,79.57,5.87,Sprinkler,Organic,27.2,19-02-2024,05-07-2024,137,3414.6,SENS1684,10-06-2024,13.832548,74.683742,0.7,
FARM1685,East Africa,Cotton,23.77,6.9,27.92,255.9,58.09,5.19,Drip,Inorganic,23.82,20-02-2024,03-07-2024,134,5553.11,SENS1685,25-06-2024,20.906715,86.485334,0.41,Severe
FARM1686,Central USA,Soybean,28.08,6.22,32.1,258.24,50.24,8.28,Manual,Organic,7.1,18-02-2024,02-06-2024,105,5108.27,SENS1686,22-02-2024,31.971789,84.396925,0.4,Mild
FARM1687,Central USA,Soybean,43.16,6.62,25.07,106.57,75.7,5.43,,Organic,12.85,13-01-2024,21-05-2024,129,5947.75,SENS1687,05-05-2024,15.503424,85.675903,0.65,
FARM1688,South India,Rice,16.28,7.32,28.8,115.73,68.85,5.99,,Mixed,11.13,26-01-2024,20-06-2024,146,4957.71,SENS1688,29-04-2024,20.678093,71.755988,0.63,Severe
FARM1689,South USA,Cotton,35.14,7.32,29.7,246.28,83.88,8.09,Sprinkler,Mixed,12.11,18-02-2024,26-05-2024,98,5875.41,SENS1689,02-03-2024,18.853235,82.935137,0.43,
FARM1690,South India,Wheat,17.02,5.95,15.12,70.96,42.01,5.29,Drip,Mixed,27.06,03-01-2024,11-04-2024,99,4330.41,SENS1690,18-01-2024,21.682915,81.198428,0.84,Mild
FARM1691,South USA,Soybean,15.52,7.2,25.4,206.59,53.18,5.23,Manual,Mixed,20.07,31-01-2024,03-06-2024,124,5618.09,SENS1691,19-04-2024,33.689265,81.325311,0.8,Severe
FARM1692,South India,Rice,18.42,6.86,34.28,248.45,69.62,5.03,Sprinkler,Mixed,14.54,07-02-2024,30-06-2024,144,4478.5,SENS1692,28-04-2024,16.059658,72.499827,0.34,Moderate
FARM1693,Central USA,Cotton,28.48,6.91,19.98,133.23,50.08,6.79,Drip,Mixed,25.21,26-01-2024,31-05-2024,126,2604.65,SENS1693,01-02-2024,29.946244,71.053409,0.63,
FARM1694,South USA,Wheat,30.6,7.01,25.56,211.78,46.95,7.52,Sprinkler,Organic,16.84,02-02-2024,18-06-2024,137,2855.69,SENS1694,20-05-2024,25.048441,75.200327,0.6,Severe
FARM1695,South USA,Cotton,41.82,7.33,19.71,62.63,85.59,5.37,,Mixed,5.39,19-02-2024,05-07-2024,137,4782.44,SENS1695,23-03-2024,23.565686,86.93478,0.85,Severe
FARM1696,South USA,Cotton,21.42,6.1,29.57,86.96,81.46,5.22,Manual,Inorganic,20.98,14-02-2024,27-06-2024,134,4218.74,SENS1696,22-04-2024,32.13486,86.92634,0.58,Mild
FARM1697,East Africa,Soybean,17.19,7.09,23.12,69.58,62.46,6.31,Sprinkler,Mixed,27.66,27-01-2024,26-05-2024,120,4061.39,SENS1697,03-04-2024,35.692809,73.363503,0.86,Moderate
FARM1698,North India,Maize,23.08,7.32,17.17,242.94,52.72,8.26,Sprinkler,Mixed,23.12,01-03-2024,16-07-2024,137,5741.87,SENS1698,05-03-2024,31.303942,81.267446,0.67,
FARM1699,East Africa,Rice,32.2,5.7,23.04,142.4,83.81,5.24,,Inorganic,16.49,09-01-2024,07-05-2024,119,5218.39,SENS1699,02-03-2024,31.669851,79.912827,0.4,Moderate
FARM1700,Central USA,Cotton,41.0,5.73,28.99,252.96,50.67,5.16,Drip,Mixed,28.7,26-02-2024,06-07-2024,131,4945.76,SENS1700,12-04-2024,13.615299,72.401539,0.75,Mild
FARM1701,South India,Wheat,30.41,6.41,25.26,125.66,48.77,7.36,Manual,Inorganic,24.06,19-02-2024,17-07-2024,149,5942.73,SENS1701,16-07-2024,16.522966,71.180419,0.57,
FARM1702,South USA,Cotton,21.77,6.84,25.24,157.8,65.21,6.5,Sprinkler,Mixed,19.04,21-02-2024,22-05-2024,91,4345.07,SENS1702,11-04-2024,14.066684,83.20513,0.56,
FARM1703,South USA,Maize,34.26,5.58,17.5,276.91,85.95,6.7,Drip,Mixed,11.81,21-02-2024,19-07-2024,149,5936.34,SENS1703,02-05-2024,23.505963,71.824091,0.68,Mild
FARM1704,South India,Cotton,37.08,6.81,20.16,186.0,51.56,5.86,Manual,Mixed,21.0,24-01-2024,08-06-2024,136,2662.29,SENS1704,02-04-2024,23.57623,80.433016,0.9,Moderate
FARM1705,South India,Maize,27.48,5.96,21.45,70.35,42.98,8.84,Drip,Organic,20.07,15-02-2024,20-06-2024,126,3211.16,SENS1705,24-05-2024,36.016899,83.176389,0.9,
FARM1706,Central USA,Maize,25.06,7.06,21.74,256.51,53.7,6.0,Drip,Organic,15.06,21-01-2024,30-04-2024,100,4346.7,SENS1706,11-04-2024,22.191403,81.970884,0.61,Mild
FARM1707,Central USA,Maize,25.2,5.85,26.88,143.98,74.91,8.86,Drip,Organic,21.7,01-02-2024,07-05-2024,96,4518.21,SENS1707,24-04-2024,32.691768,86.737882,0.56,Moderate
FARM1708,East Africa,Rice,28.8,6.69,34.41,113.08,61.66,5.89,Manual,Mixed,7.36,16-02-2024,23-06-2024,128,3597.88,SENS1708,08-04-2024,21.615529,77.480673,0.81,Severe
FARM1709,South India,Wheat,33.66,5.63,22.37,140.75,78.07,6.86,Sprinkler,Inorganic,18.87,11-02-2024,12-05-2024,91,4709.45,SENS1709,26-03-2024,35.478506,75.873947,0.35,
FARM1710,South India,Soybean,15.69,7.07,25.68,116.84,42.89,5.92,Drip,Mixed,29.58,08-01-2024,01-05-2024,114,5612.02,SENS1710,17-01-2024,27.5212,70.183587,0.71,Mild
FARM1711,North India,Cotton,34.33,6.96,20.97,54.26,73.14,6.76,Drip,Mixed,10.31,27-02-2024,21-07-2024,145,3971.29,SENS1711,03-05-2024,28.545289,79.456039,0.78,Severe
FARM1712,North India,Maize,23.51,6.09,28.13,101.74,69.84,6.12,Manual,Organic,9.44,08-01-2024,02-06-2024,146,4069.49,SENS1712,09-02-2024,20.844262,80.888288,0.46,Severe
